PLAYER,TEAM_SH,G,GS,MP,TRB,AST,STL,BLK,PS/G,GP,W,L,NETRTG,TS%,PIE,MPG,RPM,WINS,pageviews,TWITTER_FAVORITE_COUNT,TWITTER_RETWEET_COUNT,TEAM,SALARY,AVG,PCT
Jake Layman,POR,35,1,7.1,0.7,0.3,0.3,0.1,2.2,35,16,19,-0.4,40.4,2.5,7.1,-3.02,0.02,76.715,0.0,0.0,Portland Trail Blazers,1312611.0,19317.0,99.4
Evan Turner,POR,65,12,25.5,3.8,3.2,0.8,0.4,9.0,65,34,31,-4.5,49.1,8.8,25.5,-2.89,0.25,286.667,17.0,13.0,Portland Trail Blazers,16393443.0,19317.0,99.4
Rudy Gay,SAC,30,30,33.8,6.3,2.8,1.5,0.9,18.7,30,11,19,1.7,55.9,12.5,33.8,1.75,3.1,320.59,0.0,0.0,Sacramento Kings,13333333.0,17608.0,100.6
Darren Collison,SAC,68,64,30.3,2.2,4.6,1.0,0.1,13.2,68,26,42,-4.2,57.0,10.0,30.3,-0.41,3.44,133.821,4.0,7.0,Sacramento Kings,5229454.0,17608.0,100.6
Skal Labissiere,SAC,33,12,18.5,4.9,0.8,0.5,0.4,8.8,33,9,24,-2.9,57.7,10.6,18.5,-1.97,0.45,356.07342944785296,0.0,0.0,Sacramento Kings,2649557.0,17608.0,100.6
Willie Cauley-Stein,SAC,75,21,18.9,4.5,1.1,0.7,0.6,8.1,75,29,46,-6.3,55.8,10.6,18.9,-1.17,1.72,194.957,0.0,17.0,Sacramento Kings,3551160.0,17608.0,100.6
Arron Afflalo,SAC,61,45,25.9,2.0,1.3,0.3,0.1,8.4,61,23,38,-7.7,55.9,5.8,25.9,-4.28,-1.12,161.367,0.0,0.0,Sacramento Kings,12500000.0,17608.0,100.6
Malachi Richardson,SAC,22,0,9.0,1.0,0.5,0.2,0.0,3.6,22,9,13,-4.2,51.7,5.7,9.0,-2.43,0.09,71.657,0.0,0.0,Sacramento Kings,1439800.0,17608.0,100.6
Malachi Richardson,SAC,22,0,9.0,1.0,0.5,0.2,0.0,3.6,22,9,13,-4.2,51.7,5.7,9.0,-2.43,0.09,71.657,0.0,0.0,Sacramento Kings,1504560.0,17608.0,100.6
Ben McLemore,SAC,61,26,19.3,2.1,0.8,0.5,0.1,8.1,61,27,34,-6.5,53.8,6.0,19.3,-4.46,-0.99,121.773,30.0,17.0,Sacramento Kings,4008882.0,17608.0,100.6
Ty Lawson,SAC,69,24,25.1,2.6,4.8,1.1,0.1,9.9,69,25,44,-4.2,55.1,10.6,25.1,-0.72,2.63,356.07342944785296,0.0,0.0,Sacramento Kings,2649557.0,17608.0,100.6
Anthony Tolliver,SAC,65,9,22.7,3.6,1.2,0.5,0.3,7.1,65,26,39,-4.8,59.5,7.3,22.7,-1.04,1.93,356.07342944785296,0.0,0.0,Sacramento Kings,2649557.0,17608.0,100.6
Garrett Temple,SAC,65,21,26.6,2.8,2.6,1.3,0.4,7.8,65,25,40,-5.1,54.5,7.1,26.6,-0.6,2.67,51.69,2.0,1.0,Sacramento Kings,8000000.0,17608.0,100.6
Kosta Koufos,SAC,71,62,20.0,5.7,0.7,0.5,0.7,6.6,71,27,44,-5.7,56.0,9.3,20.0,0.05,2.79,82.375,37.0,8.0,Sacramento Kings,8046500.0,17608.0,100.6
Georgios Papagiannis,SAC,22,0,16.1,3.9,0.9,0.1,0.8,5.6,22,7,15,-6.2,57.3,8.2,16.1,-2.77,0.08,115.978,7.0,3.0,Sacramento Kings,2202240.0,17608.0,100.6
Bryn Forbes,SAS,36,0,7.9,0.6,0.6,0.0,0.0,2.6,36,24,12,-8.7,46.2,4.8,7.9,-4.4,-0.22,63.728,0.0,0.0,San Antonio Spurs,1312611.0,18423.0,99.2
Nicolas Laprovittola,SAS,18,3,9.7,0.6,1.6,0.2,0.1,3.3,18,15,3,-9.7,57.9,6.3,9.7,-2.71,0.04,356.07342944785296,0.0,0.0,San Antonio Spurs,2649557.0,18423.0,99.2
Patty Mills,SAS,80,8,21.9,1.8,3.5,0.8,0.0,9.5,80,60,20,12.0,57.8,10.0,21.9,1.27,4.86,400.503,112.0,19.0,San Antonio Spurs,3578948.0,18423.0,99.2
Dejounte Murray,SAS,38,8,8.5,1.1,1.3,0.2,0.2,3.4,38,29,9,2.9,50.3,7.5,8.5,-2.8,0.07,121.413,0.0,0.0,San Antonio Spurs,1312611.0,18423.0,99.2
Tony Parker,SAS,63,63,25.2,1.8,4.5,0.5,0.0,10.1,63,46,17,5.4,51.4,9.3,25.2,-1.66,1.42,1061.395,0.0,0.0,San Antonio Spurs,14445313.0,18423.0,99.2
Jonathon Simmons,SAS,78,8,17.8,2.1,1.6,0.6,0.3,6.2,78,60,18,8.8,50.4,6.7,17.8,-0.91,1.94,356.07342944785296,0.0,0.0,San Antonio Spurs,2649557.0,18423.0,99.2
Kyle Anderson,SAS,72,14,14.2,2.9,1.3,0.7,0.4,3.4,72,53,19,10.5,52.5,9.8,14.2,1.3,2.84,356.07342944785296,0.0,0.0,San Antonio Spurs,2649557.0,18423.0,99.2
Pau Gasol,SAS,64,39,25.4,7.8,2.3,0.4,1.1,12.4,64,47,17,6.8,57.8,14.3,25.4,2.35,5.48,1039.035,882.5,148.5,San Antonio Spurs,15500000.0,18423.0,99.2
Dewayne Dedmon,SAS,76,37,17.5,6.5,0.6,0.5,0.8,5.1,76,55,21,8.4,64.5,12.4,17.5,2.31,4.49,99.373,0.0,0.0,San Antonio Spurs,2898000.0,18423.0,99.2
Davis Bertans,SAS,67,6,12.1,1.5,0.7,0.3,0.4,4.5,67,51,16,6.3,60.9,7.7,12.1,0.06,1.64,356.07342944785296,0.0,0.0,San Antonio Spurs,2649557.0,18423.0,99.2
LaMarcus Aldridge,SAS,72,72,32.4,7.3,1.9,0.6,1.2,17.3,72,52,20,6.1,53.2,12.2,32.4,0.96,5.79,543.746,195.0,63.0,San Antonio Spurs,20575005.0,18423.0,99.2
Joel Anthony,SAS,19,0,6.4,1.6,0.2,0.1,0.3,1.3,19,15,4,-7.3,64.0,8.7,6.4,-0.97,0.17,356.07342944785296,0.0,0.0,San Antonio Spurs,2649557.0,18423.0,99.2
David Lee,SAS,79,10,18.7,5.6,1.6,0.4,0.5,7.3,79,58,21,11.0,61.3,12.6,18.7,1.12,3.98,18.66,56.5,35.0,San Antonio Spurs,1551659.0,18423.0,99.2
Danny Green,SAS,68,68,26.6,3.3,1.8,1.0,0.8,7.3,68,51,17,7.8,53.7,6.9,26.6,1.26,4.83,2.525,0.0,15.0,San Antonio Spurs,10000000.0,18423.0,99.2
Manu Ginobili,SAS,69,0,18.7,2.3,2.7,1.2,0.2,7.5,69,51,18,10.4,53.2,8.7,18.7,2.43,4.64,21.613,299.0,66.0,San Antonio Spurs,14000000.0,18423.0,99.2
Kawhi Leonard,SAS,74,74,33.4,5.8,3.5,1.8,0.7,25.5,74,54,20,8.6,61.0,17.4,33.4,7.08,15.53,1363.949,2701.5,716.5,San Antonio Spurs,17638063.0,18423.0,99.2
Patrick Patterson,TOR,65,8,24.6,4.5,1.2,0.6,0.4,6.8,65,42,23,10.9,54.2,7.5,24.6,2.31,5.4,3.707,53.5,8.0,Toronto Raptors,6050000.0,19830.0,100.2
Jonas Valanciunas,TOR,80,80,25.8,9.5,0.7,0.5,0.8,12.0,80,50,30,2.5,60.1,13.6,25.8,0.01,4.06,2.942,65.0,40.0,Toronto Raptors,14382023.0,19830.0,100.2
Kyle Lowry,TOR,60,60,37.4,4.8,7.0,1.5,0.3,22.4,60,36,24,8.2,62.3,14.7,37.4,5.88,12.67,356.07342944785296,0.0,0.0,Toronto Raptors,2649557.0,19830.0,100.2
Fred VanVleet,TOR,37,0,7.9,1.1,0.9,0.4,0.1,2.9,37,25,12,12.1,44.3,7.8,7.9,-1.61,0.28,99.549,0.0,17.5,Toronto Raptors,1312611.0,19830.0,100.2
Delon Wright,TOR,27,0,16.5,1.8,2.1,1.0,0.4,5.6,27,19,8,8.8,53.5,10.5,16.5,-0.3,0.77,95.785,11.5,14.0,Toronto Raptors,1577280.0,19830.0,100.2
DeMar DeRozan,TOR,74,74,35.4,5.2,3.9,1.1,0.2,27.3,74,47,27,3.3,55.2,15.5,35.4,0.17,5.46,356.07342944785296,0.0,0.0,Toronto Raptors,2649557.0,19830.0,100.2
Cory Joseph,TOR,80,22,25.0,2.9,3.3,0.8,0.2,9.3,80,49,31,2.0,51.8,8.9,25.0,-2.44,0.86,348.322,48.5,15.0,Toronto Raptors,7315000.0,19830.0,100.2
Bruno Caboclo,TOR,9,0,4.4,1.1,0.4,0.2,0.1,1.6,9,8,1,6.2,43.8,9.4,4.4,-1.65,0.04,111.359,11.0,8.0,Toronto Raptors,1589640.0,19830.0,100.2
Jakob Poeltl,TOR,54,4,11.6,3.1,0.2,0.3,0.4,3.1,54,38,16,0.3,58.9,5.7,11.6,-1.27,0.72,9.391,0.0,0.0,Toronto Raptors,2703960.0,19830.0,100.2
Pascal Siakam,TOR,55,38,15.6,3.4,0.3,0.5,0.8,4.2,55,35,20,0.0,52.3,6.0,15.6,-3.44,-0.17,356.07342944785296,0.0,0.0,Toronto Raptors,2649557.0,19830.0,100.2
Lucas Nogueira,TOR,57,6,19.1,4.3,0.7,0.9,1.6,4.4,57,34,23,9.8,68.2,8.5,19.1,2.73,4.03,123.092,0.0,0.0,Toronto Raptors,1921320.0,19830.0,100.2
Norman Powell,TOR,76,18,18.0,2.2,1.1,0.7,0.2,8.4,76,47,29,3.7,55.2,8.7,18.0,-1.25,1.63,356.07342944785296,0.0,0.0,Toronto Raptors,2649557.0,19830.0,100.2
DeMarre Carroll,TOR,72,72,26.1,3.8,1.0,1.1,0.4,8.9,72,44,28,3.3,53.0,7.1,26.1,0.83,4.66,235.229,29.5,8.0,Toronto Raptors,14200000.0,19830.0,100.2
Jared Sullinger,TOR,11,1,10.7,2.5,0.3,0.4,0.1,3.4,11,2,9,-15.8,36.6,2.7,10.7,-1.8,0.1,198.922,11.0,2.0,Toronto Raptors,5628000.0,19830.0,100.2
Briante Weber,TOT,20,0,10.3,1.3,1.1,0.6,0.1,3.1,20,12,8,-10.8,46.2,7.2,10.3,-3.31,-0.02,60.735,29.5,14.0,Charlotte Hornets,1471382.0,17332.0,90.9
Roy Hibbert,TOT,48,13,14.2,3.2,0.4,0.2,1.0,4.6,48,24,24,-0.3,61.4,7.1,14.2,-0.4,1.21,278.703,0.0,0.0,Charlotte Hornets,5000000.0,17332.0,90.9
Hollis Thompson,TOT,40,9,18.8,2.8,0.9,0.5,0.2,5.1,40,12,28,-6.0,48.2,5.8,18.8,-2.05,0.38,356.07342944785296,0.0,0.0,Charlotte Hornets,2649557.0,17332.0,90.9
Wayne Selden,TOT,14,5,16.9,1.1,0.9,0.4,0.1,5.1,14,6,8,-7.4,52.5,4.4,16.9,-2.72,0.06,2.659,0.0,0.0,Memphis Grizzlies,1312611.0,16519.0,91.2
Brandon Jennings,TOT,81,13,22.2,2.4,4.9,0.9,0.0,7.1,81,37,44,-3.0,47.9,8.9,22.2,-1.25,2.15,462.348,0.0,0.0,Washington Wizards,5000000.0,17002.0,83.8
Derrick Williams,TOT,50,11,16.1,2.6,0.6,0.3,0.1,6.1,50,16,34,-3.2,53.7,7.4,16.1,-3.91,-0.4,356.07342944785296,0.0,0.0,Washington Wizards,2649557.0,17002.0,83.8
Matt Barnes,TOT,74,18,24.0,5.2,2.6,0.6,0.4,7.1,74,38,36,-2.5,51.4,8.1,24.0,-1.27,2.07,356.07342944785296,0.0,0.0,Washington Wizards,2649557.0,17002.0,83.8
Cameron Payne,TOT,31,0,14.9,1.5,1.8,0.5,0.1,5.2,31,16,15,-8.7,40.7,4.1,14.9,-4.45,-0.39,213.458,38.5,21.0,Oklahoma City Thunder,2112480.0,18203.0,100.0
Quincy Acy,TOT,38,1,14.7,3.0,0.5,0.4,0.4,5.8,38,11,27,-4.7,56.5,8.3,14.7,-2.59,0.01,84.232,4.0,4.0,Brooklyn Nets,1790092.0,15429.0,85.2
Ersan Ilyasova,TOT,82,52,26.1,5.9,1.7,0.7,0.3,13.1,82,35,47,-0.9,54.6,10.6,26.1,1.72,6.83,9.703,0.0,0.0,Oklahoma City Thunder,8400000.0,18203.0,100.0
Mike Dunleavy,TOT,53,2,15.9,2.2,0.9,0.3,0.1,5.2,53,34,19,-4.3,57.3,7.7,15.9,-2.21,0.49,2.88,0.0,0.0,Cleveland Cavaliers,4837500.0,20562.0,100.0
Omri Casspi,TOT,36,2,17.9,3.1,1.0,0.6,0.1,5.2,36,12,24,-8.4,52.6,6.9,17.9,-2.3,0.22,356.07342944785296,0.0,0.0,Cleveland Cavaliers,2649557.0,20562.0,100.0
Nerlens Noel,TOT,51,19,20.5,5.8,1.0,1.3,1.0,8.7,51,24,27,-2.6,62.2,12.7,20.5,1.25,2.95,333.784,105.0,64.0,Philadelphia 76ers,4384490.0,17330.0,85.3
Chris McCullough,TOT,16,0,5.0,1.2,0.1,0.1,0.1,2.3,16,1,15,26.8,52.6,8.5,5.0,-1.4,0.09,356.07342944785296,0.0,0.0,Philadelphia 76ers,2649557.0,17330.0,85.3
Serge Ibaka,TOT,79,79,30.7,6.8,0.9,0.5,1.6,14.8,79,37,42,-2.7,56.6,10.6,30.7,0.57,5.7,589.233,0.0,0.0,Toronto Raptors,12250000.0,19830.0,100.2
Chasson Randle,TOT,26,0,11.5,1.2,1.3,0.3,0.1,5.3,26,8,18,-3.4,58.6,8.4,11.5,-2.1,0.2,47.492,13.5,7.0,New York Knicks,1312611.0,19774.0,99.8
Corey Brewer,TOT,82,11,15.6,2.0,1.2,0.7,0.2,4.5,82,47,35,3.0,49.1,5.7,15.6,-0.75,1.99,138.112,51.5,15.5,Los Angeles Lakers,7612172.0,18949.0,99.4
Lou Williams,TOT,81,1,24.6,2.5,3.0,1.0,0.2,17.5,81,34,47,-0.4,59.3,13.3,24.6,1.97,6.73,356.07342944785296,0.0,0.0,Los Angeles Lakers,2649557.0,18949.0,99.4
Quinn Cook,TOT,14,0,13.4,0.5,1.9,0.3,0.0,5.6,14,9,5,-7.7,57.9,6.8,13.4,-2.82,0.01,356.07342944785296,0.0,0.0,Los Angeles Lakers,2649557.0,18949.0,99.4
Justin Anderson,TOT,75,10,16.4,3.3,0.9,0.5,0.3,7.1,75,24,51,-6.6,53.7,9.1,16.4,-3.9,-0.59,1.85,5.0,10.0,Philadelphia 76ers,1514160.0,17330.0,85.3
Joffrey Lauvergne,TOT,70,1,14.0,3.6,1.0,0.4,0.1,5.4,70,41,29,-5.6,50.9,9.4,14.0,-2.49,0.39,84.43,0.0,0.0,San Antonio Spurs,1524305.0,18423.0,99.2
Joffrey Lauvergne,TOT,70,1,14.0,3.6,1.0,0.4,0.1,5.4,70,41,29,-5.6,50.9,9.4,14.0,-2.49,0.39,84.43,0.0,0.0,Oklahoma City Thunder,1709719.0,18203.0,100.0
Anthony Brown,TOT,11,0,14.5,3.0,0.7,0.5,0.1,3.9,11,3,8,1.3,43.0,5.8,14.5,-1.76,0.08,4.596,3.0,3.0,Orlando Magic,57672.0,17753.0,94.2
Tyler Ennis,TOT,53,2,11.1,0.8,1.6,0.5,0.0,4.3,53,28,25,-0.2,52.1,7.0,11.1,-1.87,0.49,9.262,11.0,6.0,Los Angeles Lakers,1733880.0,18949.0,99.4
DeMarcus Cousins,TOT,72,72,34.2,11.0,4.6,1.4,1.3,27.0,72,30,42,-2.2,56.2,17.8,34.2,4.2,11.26,826.299,102.0,91.5,Sacramento Kings,16957900.0,17608.0,100.6
Bojan Bogdanovic,TOT,81,54,25.7,3.4,1.4,0.4,0.1,13.7,81,23,58,-7.0,58.5,9.1,25.7,-3.88,-1.04,2.213,0.0,0.0,Washington Wizards,3730653.0,17002.0,83.8
Terrence Ross,TOT,78,24,25.1,2.6,1.1,1.1,0.4,11.0,78,39,39,3.4,55.0,7.8,25.1,0.13,4.06,261.01,0.0,0.0,Toronto Raptors,10000000.0,19830.0,100.2
Troy Williams,TOT,30,16,18.6,2.3,0.8,0.9,0.3,6.2,30,19,11,-5.4,51.1,5.5,18.6,-3.51,-0.14,45.013,5.0,9.0,Houston Rockets,1575133.0,16973.0,94.1
Miles Plumlee,TOT,45,12,10.8,2.1,0.5,0.4,0.3,2.5,45,19,26,-5.9,51.8,4.0,10.8,-2.27,0.25,223.982,11.0,3.0,Charlotte Hornets,12500000.0,17332.0,90.9
Jerami Grant,TOT,80,4,19.1,2.6,0.6,0.4,1.0,5.5,80,43,37,-5.4,55.6,5.8,19.1,-4.71,-1.56,356.07342944785296,0.0,0.0,Charlotte Hornets,2649557.0,17332.0,90.9
Andrew Bogut,TOT,27,21,21.6,8.1,1.8,0.5,0.9,2.9,27,8,19,-1.7,46.0,9.2,21.6,0.33,1.2,877.577,57.0,4.0,Cleveland Cavaliers,242224.0,20562.0,100.0
Doug McDermott,TOT,66,5,22.8,2.7,0.9,0.2,0.1,9.0,66,35,31,-3.1,55.4,7.7,22.8,-4.53,-1.33,251.023,0.0,0.0,Oklahoma City Thunder,2483040.0,18203.0,100.0
Yogi Ferrell,TOT,46,29,26.0,2.4,3.7,0.9,0.2,10.0,46,18,28,-4.1,53.3,8.4,26.0,-2.2,0.39,356.07342944785296,0.0,0.0,Oklahoma City Thunder,2649557.0,18203.0,100.0
Jose Calderon,TOT,41,13,13.1,1.8,2.1,0.3,0.0,3.4,41,15,26,-9.7,50.6,7.7,13.1,-2.76,0.12,356.07342944785296,0.0,0.0,Oklahoma City Thunder,2649557.0,18203.0,100.0
Kyle Korver,TOT,67,22,26.2,2.8,1.6,0.5,0.3,10.1,67,33,34,-4.9,63.5,8.1,26.2,-2.76,0.41,394.107,107.5,30.5,Cleveland Cavaliers,5239437.0,20562.0,100.0
Deron Williams,TOT,64,44,25.9,2.3,5.6,0.5,0.1,11.0,64,25,39,-2.8,54.1,10.0,25.9,-0.22,2.95,356.07342944785296,0.0,0.0,Cleveland Cavaliers,2649557.0,20562.0,100.0
Tyreke Evans,TOT,40,6,19.7,3.4,3.1,0.9,0.2,10.3,40,17,23,-8.6,50.1,11.8,19.7,-1.5,0.81,299.239,6.0,9.0,Sacramento Kings,10203755.0,17608.0,100.6
Mason Plumlee,TOT,81,64,26.5,7.5,3.5,0.9,1.1,10.4,81,38,43,0.0,55.8,11.2,26.5,0.93,5.6,329.923,0.0,0.0,Portland Trail Blazers,2328530.0,19317.0,99.4
Buddy Hield,TOT,82,55,23.0,3.3,1.5,0.5,0.1,10.6,82,31,51,-5.5,54.1,8.4,23.0,-3.2,-0.09,804.536,512.0,333.0,Sacramento Kings,3517200.0,17608.0,100.6
Spencer Hawes,TOT,54,1,14.8,3.5,1.5,0.3,0.6,6.2,54,27,27,-10.2,56.2,10.9,14.8,-3.0,0.06,93.629,12.0,4.0,Charlotte Hornets,6348759.0,17332.0,90.9
Jusuf Nurkic,TOT,65,48,21.4,7.2,1.9,0.8,1.1,10.2,65,34,31,-2.1,52.8,11.7,21.4,0.62,3.32,1.423,45.0,43.5,Portland Trail Blazers,1921320.0,19317.0,99.4
Anthony Morrow,TOT,49,7,14.6,0.6,0.5,0.5,0.0,5.5,49,25,24,-1.8,50.5,5.5,14.6,-2.12,0.46,97.843,0.0,5.0,Oklahoma City Thunder,3488000.0,18203.0,100.0
Terrence Jones,TOT,54,12,23.5,5.7,1.1,0.7,1.0,10.8,54,20,34,-1.7,51.5,11.0,23.5,-2.1,0.84,356.07342944785296,0.0,0.0,Oklahoma City Thunder,2649557.0,18203.0,100.0
Langston Galloway,TOT,74,2,20.2,2.1,1.3,0.6,0.1,7.9,74,29,45,-1.5,51.0,6.7,20.2,-1.55,1.46,80.065,14.5,2.0,Sacramento Kings,5200000.0,17608.0,100.6
Andrew Nicholson,TOT,38,0,9.0,1.6,0.3,0.4,0.2,2.6,38,20,18,-17.6,42.7,3.1,9.0,-4.21,-0.23,1.297,5.0,5.0,Washington Wizards,6088993.0,17002.0,83.8
Taj Gibson,TOT,78,71,25.5,6.2,0.9,0.5,0.8,10.8,78,41,37,0.3,54.3,9.7,25.5,0.26,4.29,119.433,52.0,17.0,Oklahoma City Thunder,8950000.0,18203.0,100.0
DeAndre Liggins,TOT,62,19,12.5,1.7,0.9,0.8,0.2,2.5,62,40,22,2.8,47.6,4.6,12.5,-2.37,0.37,148.356,2.0,2.0,LA Clippers,1577230.0,19088.0,100.1
Shelvin Mack,UTA,55,9,21.9,2.3,2.8,0.8,0.1,7.8,55,34,21,0.3,51.8,7.9,21.9,-2.79,0.25,73.685,6.0,3.0,Utah Jazz,2433334.0,19673.0,98.8
Boris Diaw,UTA,73,33,17.6,2.2,2.3,0.2,0.1,4.6,73,45,28,2.4,49.4,7.1,17.6,-3.08,0.03,254.387,136.5,13.0,Utah Jazz,7000000.0,19673.0,98.8
Joe Johnson,UTA,78,14,23.6,3.1,1.8,0.5,0.2,9.2,78,47,31,4.2,54.2,9.5,23.6,-0.77,2.58,11.271,0.0,0.0,Utah Jazz,11000000.0,19673.0,98.8
Alec Burks,UTA,42,0,15.5,2.9,0.7,0.4,0.1,6.7,42,26,16,0.1,50.1,8.7,15.5,-3.41,-0.12,44.837,10.0,15.0,Utah Jazz,10154495.0,19673.0,98.8
Raul Neto,UTA,40,0,8.7,0.8,0.9,0.5,0.1,2.5,40,24,16,13.9,52.7,6.2,8.7,-0.51,0.53,356.07342944785296,0.0,0.0,Utah Jazz,2649557.0,19673.0,98.8
Gordon Hayward,UTA,73,73,34.5,5.4,3.5,1.0,0.3,21.9,73,46,27,7.1,59.5,15.8,34.5,3.06,9.45,362.713,319.0,50.5,Utah Jazz,16073140.0,19673.0,98.8
Derrick Favors,UTA,50,39,23.7,6.1,1.1,0.9,0.8,9.5,50,33,17,2.8,51.2,10.8,23.7,-0.7,1.73,120.839,25.0,6.5,Utah Jazz,11050000.0,19673.0,98.8
Jeff Withey,UTA,51,1,8.5,2.4,0.1,0.3,0.6,2.9,51,33,18,-0.2,58.8,9.6,8.5,-0.93,0.58,356.07342944785296,0.0,0.0,Utah Jazz,2649557.0,19673.0,98.8
Joel Bolomboy,UTA,12,0,4.4,1.4,0.2,0.1,0.2,1.8,12,8,4,11.3,59.0,15.4,4.4,-0.92,0.07,356.07342944785296,0.0,0.0,Utah Jazz,2649557.0,19673.0,98.8
Trey Lyles,UTA,71,4,16.3,3.3,1.0,0.4,0.3,6.2,71,43,28,0.9,46.4,7.6,16.3,-2.71,0.29,157.163,48.0,12.0,Utah Jazz,2340600.0,19673.0,98.8
Rodney Hood,UTA,59,55,27.0,3.4,1.6,0.6,0.2,12.7,59,40,19,4.2,52.2,8.6,27.0,-0.77,2.23,100.654,0.0,0.0,Utah Jazz,1406520.0,19673.0,98.8
George Hill,UTA,49,49,31.5,3.4,4.2,1.0,0.2,16.9,49,33,16,8.6,59.9,12.8,31.5,3.75,6.28,6.356,33.5,3.0,Utah Jazz,8000000.0,19673.0,98.8
Rudy Gobert,UTA,81,81,33.9,12.8,1.2,0.6,2.6,14.0,81,51,30,8.1,68.1,16.1,33.9,6.37,15.55,185.72,731.0,225.5,Utah Jazz,2121288.0,19673.0,98.8
Joe Ingles,UTA,82,26,24.0,3.2,2.7,1.2,0.1,7.1,82,51,31,4.8,60.4,8.9,24.0,2.55,6.68,131.576,86.5,4.0,Utah Jazz,2150000.0,19673.0,98.8
Dante Exum,UTA,66,26,18.6,2.0,1.7,0.3,0.2,6.2,66,40,26,2.0,52.1,5.4,18.6,-2.79,0.25,208.543,48.5,28.0,Utah Jazz,3940320.0,19673.0,98.8
Marcus Thornton,WAS,33,1,17.4,2.3,1.2,0.6,0.1,6.6,33,15,18,-12.7,49.4,6.9,17.4,-4.95,-0.66,356.07342944785296,0.0,0.0,Utah Jazz,2649557.0,19673.0,98.8
Markieff Morris,WAS,76,76,31.2,6.5,1.7,1.1,0.6,14.0,76,45,31,3.9,54.0,8.9,31.2,1.86,7.61,205.138,9.0,18.0,Washington Wizards,7400000.0,17002.0,83.8
Bradley Beal,WAS,77,77,34.9,3.1,3.5,1.1,0.3,23.1,77,48,29,5.6,60.4,11.9,34.9,2.25,9.26,181.803,55.5,40.5,Washington Wizards,22116750.0,17002.0,83.8
Jason Smith,WAS,74,3,14.4,3.5,0.5,0.3,0.7,5.7,74,45,29,-0.7,59.8,8.7,14.4,-0.54,1.75,356.07342944785296,0.0,0.0,Washington Wizards,2649557.0,17002.0,83.8
Ian Mahinmi,WAS,31,0,17.9,4.8,0.6,1.1,0.8,5.6,31,19,12,0.3,60.1,8.2,17.9,0.89,1.44,86.347,10.0,5.0,Washington Wizards,15944154.0,17002.0,83.8
Marcin Gortat,WAS,82,82,31.2,10.4,1.5,0.5,0.7,10.8,82,49,33,2.8,59.3,10.9,31.2,-0.07,5.01,136.497,1.0,1.0,Washington Wizards,12000000.0,17002.0,83.8
Daniel Ochefu,WAS,19,0,3.9,1.2,0.2,0.1,0.0,1.3,19,12,7,-20.5,43.0,4.5,3.9,-1.8,0.06,356.07342944785296,0.0,0.0,Washington Wizards,2649557.0,17002.0,83.8
Tomas Satoransky,WAS,57,3,12.6,1.5,1.6,0.5,0.1,2.7,57,33,24,2.3,47.7,6.4,12.6,-1.02,0.93,1.921,7.0,8.5,Washington Wizards,2870813.0,17002.0,83.8
John Wall,WAS,78,78,36.4,4.2,10.7,2.0,0.6,23.1,78,48,30,3.9,54.1,15.3,36.4,2.26,9.9,22.924,0.0,77.0,Washington Wizards,16957900.0,17002.0,83.8
Trey Burke,WAS,57,0,12.3,0.8,1.8,0.2,0.1,5.0,57,35,22,-9.2,53.2,8.1,12.3,-5.24,-0.92,192.548,41.0,14.0,Washington Wizards,3386598.0,17002.0,83.8
